,paper_id,input,output
2544,SP:ef18f4188426bc01be309633b486884b0e7a81a4,student network USED-FOR teacher network. linear convergence speed FEATURE-OF one - hidden - layer neural networks. one - hidden - layer neural networks USED-FOR recovery. OtherScientificTerm is sparsity of the teacher network. ,This paper studies the recovery of one-hidden-layer neural networks with linear convergence speed with respect to the sparsity of the teacher network. The main contribution of this paper is to show that the student network can be used as a substitute for the original teacher network in order to improve the recovery performance.
2545,SP:ef18f4188426bc01be309633b486884b0e7a81a4,"finite number of training samples FEATURE-OF teacher - student setup. Method are pruned neural networks, and pruned networks. Metric is faster training convergence. OtherScientificTerm is enlarged convex region. ","This paper studies the problem of pruned neural networks. In particular, the authors study the finite number of training samples in a teacher-student setup. The authors show that pruned networks converge to an enlarged convex region, which leads to faster training convergence."
2546,SP:ef18f4188426bc01be309633b486884b0e7a81a4,"geometric structure of the objective function USED-FOR pruned network. generalization error EVALUATE-FOR pruned network. geometric structure of the objective function USED-FOR generalization error. teacher - student fashion USED-FOR pruned network. pruned network USED-FOR zero generalization error. winning tickets COMPARE dense networks. dense networks COMPARE winning tickets. Task is LTH. Generic is model. OtherScientificTerm are desirable ( convex ) region, and un - pruned weights. Metric is sample complexity. Method is pruned models. ","This paper studies the problem of LTH, where the model is pruned to a desirable (convex) region. The authors study the generalization error of the pruned network under the geometric structure of the objective function, and show that a pruned model trained in a teacher-student fashion converges to zero generalization. They also show that the sample complexity of pruned models converges linearly with the number of un-pruned weights. Finally, they show that winning tickets can be learned faster than dense networks."
2547,SP:ef18f4188426bc01be309633b486884b0e7a81a4,"accelerated gradient descent method USED-FOR pruned   network. convergence and sample complexity analysis EVALUATE-FOR algorithm. convex region FEATURE-OF pruned network. empirical risk function EVALUATE-FOR pruned network. convex region FEATURE-OF empirical risk function. model COMPARE teacher network. teacher network COMPARE model. AGD algorithm USED-FOR pruned network. MNIST CONJUNCTION CIFAR-10. CIFAR-10 CONJUNCTION MNIST. Metric is generalization error. Material is teacher - student setting. Method are unknown teacher network, and student network. ","This paper proposes an accelerated gradient descent method for pruned  network. The authors provide convergence and sample complexity analysis for the proposed algorithm. The generalization error is shown to be bounded in the teacher-student setting, where the unknown teacher network is pruned and the student network is not pruned. The empirical risk function of the pruned network is in the convex region. The AGD algorithm is also shown to converge to a pruned version of the original network. Experiments on MNIST and CIFAR-10 show that the proposed model outperforms the teacher network."
2548,SP:3ef8660de61a1a73858934fcf8edfec104133ae7,"loss function CONJUNCTION distributional family. distributional family CONJUNCTION loss function. differentially private synthetic data generation algorithms PART-OF unifying framework. Adaptive Measurements HYPONYM-OF unifying framework. loss function USED-FOR algorithms. distributional family USED-FOR algorithms. Private Entropy Projection ( PEP ) CONJUNCTION Generative networks. Generative networks CONJUNCTION Private Entropy Projection ( PEP ). Generative networks HYPONYM-OF synthetic data generation algorithms. Private Entropy Projection ( PEP ) HYPONYM-OF synthetic data generation algorithms. PEP USED-FOR data distribution. public data USED-FOR GEM. generative neural networks USED-FOR GEM. Generic are framework, and it. ","This paper proposes Adaptive Measurements, a unifying framework that combines differentially private synthetic data generation algorithms. The proposed framework is based on the observation that the loss function and the distributional family of the algorithms can be viewed as a function of the data distribution. The authors propose to use two types of synthetic data generating algorithms: Private Entropy Projection (PEP) and Generative networks. They show that PEP can be used to estimate the underlying data distribution and that Generative Neural Networks (GEM) can be applied to GEM with public data. They also show that GEM can be trained with generative neural networks and show that it can generalize to unseen datasets."
2549,SP:3ef8660de61a1a73858934fcf8edfec104133ae7,algorithms USED-FOR DP synthetic data generation. algorithms USED-FOR query release. DP synthetic data generation USED-FOR query release. framework USED-FOR algorithms. private entropy projection ( PEP ) CONJUNCTION generative networks. generative networks CONJUNCTION private entropy projection ( PEP ). exponential mechanism ( GEM ) USED-FOR generative networks. private entropy projection ( PEP ) HYPONYM-OF algorithms. generative networks HYPONYM-OF algorithms. algorithms COMPARE ones. ones COMPARE algorithms. accuracy EVALUATE-FOR GEM. public data USED-FOR GEM. ,This paper proposes a framework for developing algorithms for DP synthetic data generation for query release. The proposed algorithms include private entropy projection (PEP) and generative networks based on exponential mechanism (GEM). The authors show that the proposed algorithms outperform existing ones in terms of accuracy. The authors also show that GEM can be trained on public data.
2550,SP:3ef8660de61a1a73858934fcf8edfec104133ae7,"synthetic data generation USED-FOR query release. PEP CONJUNCTION GEM. GEM CONJUNCTION PEP. GEM HYPONYM-OF algorithms. PEP HYPONYM-OF algorithms. maximum entropy distribution USED-FOR PEP. generator network USED-FOR high dimensional space. GEM USED-FOR high dimensional space. PEP HYPONYM-OF approaches. generator network USED-FOR GEM. it USED-FOR pretraining. pretraining USED-FOR GEM. public data USED-FOR GEM. it USED-FOR GEM. GEM COMPARE prior work. prior work COMPARE GEM. ACS CONJUNCTION adult datasets. adult datasets CONJUNCTION ACS. GEM COMPARE PMW. PMW COMPARE GEM. GEM COMPARE PEP. PEP COMPARE GEM. domain shift FEATURE-OF public data. PMW CONJUNCTION PEP. PEP CONJUNCTION PMW. accuracy EVALUATE-FOR GEM. ACS EVALUATE-FOR GEM. accuracy EVALUATE-FOR prior work. adult datasets EVALUATE-FOR GEM. Generic are task, formulation, and they. Task are min max problem, and constrained optimization problem. Method is iterative algorithm. OtherScientificTerm is exponential runtime. ","This paper studies the problem of synthetic data generation for query release. The authors propose two algorithms: PEP and GEM. PEP is based on the maximum entropy distribution of the data, which is an iterative algorithm. GEM uses a generator network to map the data to a high dimensional space, and it is used for pretraining. In this paper, the authors consider the min max problem, where the goal is to minimize the exponential runtime of PEP. In order to solve this task, they propose a formulation where they consider a constrained optimization problem. They compare GEM with prior work on ACS and adult datasets, and show that GEM outperforms PMW and PEP on public data with domain shift."
2551,SP:3ef8660de61a1a73858934fcf8edfec104133ae7,"differentially private ( DP ) data USED-FOR query release. algorithms USED-FOR problem. MWEM HYPONYM-OF algorithms. algorithms PART-OF framework. algorithm USED-FOR framework. PEP USED-FOR exponentially weighted distributions. PEP COMPARE MWEM. MWEM COMPARE PEP. ADULT and ACS datasets USED-FOR 3 - way marginal queries. MWEM CONJUNCTION PEP. PEP CONJUNCTION MWEM. public data USED-FOR synthetic dataset. PMW$^{Pub}$ HYPONYM-OF state - of - the - art. public data USED-FOR generator network. GEM$^{Pub}$ HYPONYM-OF GEM. GEM$^{Pub}$ COMPARE PMW$^{Pub}$. PMW$^{Pub}$ COMPARE GEM$^{Pub}$. GEM$^{Pub}$ CONJUNCTION PMW$^{Pub}$. PMW$^{Pub}$ CONJUNCTION GEM$^{Pub}$. large & similarly - distributed public data EVALUATE-FOR PMW$^{Pub}$. public data USED-FOR GEM$^{Pub}$. Metric are maximum error, max error, and computational cost. Method are FEM, Adaptive Measurements, exponential mechanism, Private Entropy Projection ( PEP ) algorithm, gradient descent, and GEM algorithm. Generic are it, datasets, network, and approach. OtherScientificTerm are maximum entropy, noisy measurements, distribution, generic queries, gradient, and features. Task is k - way marginal queries. Material are sensitive data, and public dataset. ","This paper studies query release from differentially private (DP) data. The authors propose a framework that combines two existing algorithms (MWEM and PEP) to solve this problem. The first algorithm, FEM, is a variant of Adaptive Measurements, where the maximum entropy is estimated from noisy measurements. The second algorithm, Private Entropy Projection (PEP) algorithm, is an extension of gradient descent, where instead of estimating the maximum error from the noisy measurements, the authors estimate the distribution from the generic queries. PEP can be applied to exponentially weighted distributions, and the authors show that PEP outperforms MWEM on 3-way marginal queries on ADULT and ACS datasets. The paper also presents a synthetic dataset that uses public data to train the generator network, and compares it to the state-of-the-art, PMW$^{Pub}$ and GEM$, which is a GEM algorithm that uses only the public data. In particular, the paper shows that the gradient of PEP converges to zero as the number of queries increases, which is an exponential mechanism that can be used to reduce the computational cost of training the network. In addition to this approach, they also propose a way to train a generator network on sensitive data without using the public dataset."
2552,SP:d789e92c1e4f6a44de373210cd732198a6f809be,mask classification USED-FOR semantic segmentation. per - pixel classification CONJUNCTION mask classification. mask classification CONJUNCTION per - pixel classification. per - pixel classification USED-FOR semantic segmentation. mask classification USED-FOR semantic and instance segmentation. benchmarks USED-FOR semantic and panoptic segmentation. ,This paper proposes to use per-pixel classification and mask classification for semantic segmentation. The authors conduct extensive experiments on semantic and instance segmentation using both standard benchmarks for semantic and panoptic segmentation and show promising results.
2553,SP:d789e92c1e4f6a44de373210cd732198a6f809be,semantic segmentation methods USED-FOR task. per - pixel classification USED-FOR task. FCN kind of structure USED-FOR semantic segmentation methods. binary mask prediction CONJUNCTION extra - label classification. extra - label classification CONJUNCTION binary mask prediction. binary mask prediction HYPONYM-OF task. extra - label classification HYPONYM-OF task. method USED-FOR panoptic segmentation tasks. method USED-FOR semantic segmentation. semantic segmentation CONJUNCTION panoptic segmentation tasks. panoptic segmentation tasks CONJUNCTION semantic segmentation. MaskFormer HYPONYM-OF method. ,"This paper proposes to use semantic segmentation methods with FCN kind of structure to solve the task of per-pixel classification. The proposed method, MaskFormer, is able to solve two tasks: binary mask prediction and extra-label classification. Experiments show that the proposed method can achieve state-of-the-art results in semantic segmentations and panoptic segmentation tasks."
2554,SP:d789e92c1e4f6a44de373210cd732198a6f809be,"technique USED-FOR semantic and panoptic segmentation. MLP USED-FOR mask embedding. backbone encoder USED-FOR image embedding. backbon decoder USED-FOR pixel level embedding. out of the transformer decode USED-FOR mask embedding. MLP USED-FOR out of the transformer decode. backbone encoder PART-OF method. mask embeddings CONJUNCTION pixel embeddings. pixel embeddings CONJUNCTION mask embeddings. pixel embeddings USED-FOR mask prdication. mask embeddings USED-FOR mask prdication. MLP output USED-FOR class predictions. semantic segmentation datsets EVALUATE-FOR method. OtherScientificTerm are per pixel labels, and region masks. Method is transform decoder. ",This paper proposes a technique for semantic and panoptic segmentation. The method consists of a backbone encoder that generates the image embedding and a backbon decoder that produces the pixel level embedding. The out of the transformer decode uses an MLP to compute the mask embedding for each pixel. The mask embeddings are used to prune the per pixel labels and the pixel embeds are used for mask prdication. The transform decoder is used to generate the region masks. The MLP output is used for class predictions. The proposed method is evaluated on semantic segmentation datsets.
2555,SP:d789e92c1e4f6a44de373210cd732198a6f809be,transformer - based model USED-FOR semantic segmentation task. MaskFormer HYPONYM-OF transformer - based model. MaskFormer USED-FOR semantic segmentation. MaskFormer USED-FOR binary masks. mask classification problem USED-FOR MaskFormer. mask classification problem USED-FOR semantic segmentation. approach USED-FOR panoptic segmentaion task. semantic segmentation CONJUNCTION panoptic segmentation tasks. panoptic segmentation tasks CONJUNCTION semantic segmentation. panoptic segmentation tasks EVALUATE-FOR method. semantic segmentation EVALUATE-FOR method. ,"This paper proposes MaskFormer, a transformer-based model for semantic segmentation task. MaskFormer solves the mask classification problem in order to generate binary masks. The proposed approach is applied to the panoptic segmentaion task. The method is evaluated on both semantic classation and on the standard panoptimation segmentation tasks."
2556,SP:3aee15083ee1c0a75fedd67a50f9d729bf5ee411,"adversarial examples USED-FOR random depth-2 ReLU networks. O(1 ) upper bound CONJUNCTION \Omega(1 ) lower bound. \Omega(1 ) lower bound CONJUNCTION O(1 ) upper bound. ReLU activation COMPARE smooth activations. smooth activations COMPARE ReLU activation. Method are depth-2 networks, gradient step, smooth and ReLU activations, deeper networks, and ReLU networks. OtherScientificTerm are normal distribution, uniform distribution, polylogarithmic expression, layers, and \eta. Generic is network. ","This paper studies adversarial examples for random depth-2 ReLU networks trained on a set of randomly generated samples from a normal distribution. The authors first show that the O(1) upper bound and the \Omega(1 ) lower bound of the O(\sqrt{T}) upper bound for depth-1 and O(T) lower bounds for deep-2 networks can be derived from a polylogarithmic expression of the gradient step, where T is the number of samples from the normal distribution and T is a uniform distribution. Then, the authors show that for deeper networks, the O((1/\sqrt(T)) upper bound can be obtained as a function of the dimension of the network, which can be expressed as a linear combination of smooth and ReLU activations. In particular, they show that a ReLU activation can be as large as smooth activations, and that for a given number of layers, if the number (\eta) of layers is O(n^{-1/2} \log n^{-2}/n, then for any layer of depth 2, the \eta can be approximated by a function that is O((n^2/n^3) \log \sqrt (N^3/n), where n is the dimension, and n is a number of neurons in the network. "
2557,SP:3aee15083ee1c0a75fedd67a50f9d729bf5ee411,"adversarial examples USED-FOR random two - layer networks. ReLU or smooth activations USED-FOR random two - layer networks. gradient descent USED-FOR adversarial examples. landscape FEATURE-OF network function. gradient step USED-FOR adversarial example. OtherScientificTerm are gradient, and multiple layers. ","This paper studies adversarial examples for random two-layer networks with ReLU or smooth activations using gradient descent. The authors show that the landscape of the network function changes as the gradient increases, and that the gradient step for an adversarial example is independent of the number of layers. They also show that multiple layers are more likely to be adversarial."
2558,SP:3aee15083ee1c0a75fedd67a50f9d729bf5ee411,adversarial examples USED-FOR neural networks. gradient descent USED-FOR neural networks. gradient update USED-FOR adversarial examples. random initialization USED-FOR gradient update. gradient update USED-FOR two layer networks. ,This paper studies the effect of gradient descent on the performance of neural networks trained on adversarial examples. The authors show that the gradient update of two layer networks trained with random initialization converges to a gradient update that is robust to adversarial example.
2559,SP:3aee15083ee1c0a75fedd67a50f9d729bf5ee411,"randomly initialized parameters USED-FOR neural network. Method is two - layer neural networks. OtherScientificTerm are random initialization, and activation functions. ","This paper studies the problem of training two-layer neural networks with random initialization. The authors propose to train a neural network with random initialized parameters. The idea is to train the neural network on a set of randomly initialized parameters, and then train the activation functions on top of the random initialized weights. "
2560,SP:220db9ed147bbe67de5d82778720a1549656e48d,latent space FEATURE-OF variational autoencoder. variational autoencoder USED-FOR score - based generative models. latent space FEATURE-OF score - based generative models. normal prior USED-FOR VAE. encoder distribution CONJUNCTION SGM prior. SGM prior CONJUNCTION encoder distribution. cross entropy USED-FOR training objective. Method is score - based generative model. Task is variance reduction of the loss function. ,"This paper studies the latent space of a variational autoencoder, which is a popular choice for training score-based generative models in latent space. The authors propose a VAE with a normal prior. The training objective is based on cross entropy between the encoder distribution and the SGM prior. They also propose a variance reduction of the loss function."
2561,SP:220db9ed147bbe67de5d82778720a1549656e48d,"score - based prior PART-OF Variational Autoencoder ( VAE ) framework. score - based models COMPARE LSGM. LSGM COMPARE score - based models. data space FEATURE-OF score - based models. latent space FEATURE-OF score - based model. score - based model USED-FOR LSGM. latent space FEATURE-OF score - based prior. decoder USED-FOR data space. ELBO USED-FOR model. Multiple variance reduction techniques CONJUNCTION training tricks. training tricks CONJUNCTION Multiple variance reduction techniques. training tricks USED-FOR objective function. Multiple variance reduction techniques USED-FOR objective function. model USED-FOR high fidelity images. OtherScientificTerm are base distribution ( standard Gaussian ), and time - dependent marginal score function. ","This paper proposes a Variational Autoencoder (VAE) framework that adds a score-based prior to the base distribution (standard Gaussian) and a time-dependent marginal score function. The authors show that the proposed LSGM can be trained with a score -based model in the latent space, which is different from the standard LSGM in terms of the data space used by the decoder. The proposed model is trained using ELBO. Multiple variance reduction techniques and training tricks are used to optimize the objective function. Experiments show the proposed model can generate high fidelity images."
2562,SP:220db9ed147bbe67de5d82778720a1549656e48d,prior / inference scheme USED-FOR generative model. denoising score - matching USED-FOR prior / inference scheme. VAE framework USED-FOR generative model. observed space FEATURE-OF score - based generation. sample quality CONJUNCTION likelihood of data. likelihood of data CONJUNCTION sample quality. OtherScientificTerm is latent space. Metric is sampling time. Method is generative modelling techniques. ,"This paper proposes a new prior/inference scheme based on denoising score-matching to train a generative model in a VAE framework. The authors argue that score-based generation in the observed space is inefficient because the latent space is too large and the sampling time is too slow. To address this issue, the authors propose two generative modelling techniques, which aim to balance sample quality and likelihood of data."
2563,SP:220db9ed147bbe67de5d82778720a1549656e48d,score - based generative model USED-FOR flexible VAE prior. score - based model COMPARE score - based model. score - based model COMPARE score - based model. latent space USED-FOR score - based model. high - dim pixel space USED-FOR score - based model. generative FID score CONJUNCTION negative log - likelihood. negative log - likelihood CONJUNCTION generative FID score. negative log - likelihood CONJUNCTION ablation studies. ablation studies CONJUNCTION negative log - likelihood. generative FID score USED-FOR model. negative log - likelihood USED-FOR model. ablation studies EVALUATE-FOR model. ,"This paper proposes a score-based generative model for flexible VAE prior. Compared to the existing state-of-the-art, the proposed model uses a latent space instead of the standard score -based model which uses a high-dim pixel space. The proposed model is evaluated using a generative FID score, a negative log-likelihood, and ablation studies."
2564,SP:d681e4e28c03f610acf6817a9e57db0c41c196b4,1 hidden - layer convolutional neural network COMPARE finite width CNTK. finite width CNTK COMPARE 1 hidden - layer convolutional neural network. training dynamics EVALUATE-FOR 1 hidden - layer convolutional neural network. data distribution EVALUATE-FOR finite width CNTK. neural networks COMPARE kernel methods. kernel methods COMPARE neural networks. neural networks CONJUNCTION kernel methods. kernel methods CONJUNCTION neural networks. neural networks USED-FOR localized influential features. localized influential features CONJUNCTION noisy background. noisy background CONJUNCTION localized influential features. kernel methods USED-FOR localized influential features. CNN CONJUNCTION finite width CNTK. finite width CNTK CONJUNCTION CNN. finite width CNTK USED-FOR noise extended variants. CNN USED-FOR noise extended variants. CIFAR-10 dataset FEATURE-OF noise extended variants. CIFAR-10 dataset EVALUATE-FOR finite width CNTK. it COMPARE neural networks. neural networks COMPARE it. OtherScientificTerm is ` ` '' Local Signal Adaptivity ''. Method is kernels. ,This paper studies the training dynamics of a 1 hidden-layer convolutional neural network with finite width CNTK on a data distribution. The authors compare the performance of neural networks and kernel methods on localized influential features and noisy background. They show that the noise extended variants of CNN and finite widthCNTK outperform neural networks on the CIFAR-10 dataset. They also show that ``''Local Signal Adaptivity''' is an important property of kernels and that it can be achieved by neural networks.
2565,SP:d681e4e28c03f610acf6817a9e57db0c41c196b4,"NNs COMPARE kernel methods. kernel methods COMPARE NNs. NTK HYPONYM-OF kernel methods. non - linear NNs USED-FOR sparse signal. sparse signal FEATURE-OF data distribution setting. GD USED-FOR single filter CNN. model USED-FOR underparameterised linear NN. non - linear NNs USED-FOR noise. noise FEATURE-OF non - linear and linear NNs. OtherScientificTerm are local signal adaptivity ( LSA ), and large noise. Method is LSA. ","This paper studies the problem of local signal adaptivity (LSA) and shows that non-linear NNs are able to adapt to sparse signal in a data distribution setting, which is in contrast to kernel methods such as NTK. The main contribution of this paper is to show that GD can be used as a single filter CNN and that NNs with LSA are more robust to large noise than kernel methods. In particular, the authors show that the model can adapt to an underparameterised linear NN. The authors also show that for large noise, the noise can be reduced to a small amount of noise for both nonlinear and linear NNs."
2566,SP:d681e4e28c03f610acf6817a9e57db0c41c196b4,"CNN architecture USED-FOR templates. templates PART-OF gaussian noise. CNN architecture USED-FOR toy binary classification problem. neural tangent kernel approach USED-FOR problem. naive matched filtering USED-FOR template. weight sharing CONJUNCTION output averaging. output averaging CONJUNCTION weight sharing. CNN USED-FOR task. finite samples USED-FOR data generating distribution. custom denoising nonlinearity CONJUNCTION soft thresholding function. soft thresholding function CONJUNCTION custom denoising nonlinearity. mini - batch SGD USED-FOR logistic loss. output averaging FEATURE-OF two $ d$-strided convolutions. mini - batch SGD USED-FOR finite samples. weight sharing FEATURE-OF two $ d$-strided convolutions. mini - batch SGD USED-FOR data generating distribution. gaussian random initialization USED-FOR mini - batch SGD. finite samples USED-FOR CNN. logistic loss USED-FOR data generating distribution. soft thresholding function PART-OF CNN. custom denoising nonlinearity PART-OF CNN. network USED-FOR whp. convolutional NTK USED-FOR whp. procedure USED-FOR classifier. polynomial samples CONJUNCTION step sizes. step sizes CONJUNCTION polynomial samples. two filter network HYPONYM-OF neural network. convolutional NTK PART-OF network. polynomial samples USED-FOR classifier. step sizes USED-FOR classifier. neural network COMPARE NTK. NTK COMPARE neural network. ImageNet CONJUNCTION gaussian noise. gaussian noise CONJUNCTION ImageNet. random backgrounds FEATURE-OF CIFAR-10 images. classification tasks EVALUATE-FOR NTK. classification tasks EVALUATE-FOR neural network. Task is natural image classification tasks. Method are CNNs, and data model. OtherScientificTerm are nuisance background, architectural separation, i.i.d. gaussian noise, image patches, independent noise, noise variance, and soft thresholding function's parameter. ","This paper proposes a novel CNN architecture for learning templates in gaussian noise for a toy binary classification problem. The problem is formulated as a neural tangent kernel approach, where each template is trained using naive matched filtering. The authors argue that CNNs should be able to generalize to natural image classification tasks where the nuisance background is not present. To solve this task, the authors propose to use a mini-batch SGD with gaussian random initialization to generate finite samples for the data generating distribution, which are then used to train a CNN with custom denoising nonlinearity, a soft thresholding function, and output averaging for two $d$-strided convolutions with weight sharing. The proposed procedure allows the classifier to be trained with polynomial samples and step sizes, which is an architectural separation from the NTK (a neural network with a two filter network). The authors show that the proposed neural network can generalize whp with a convolutional NTK, and that the resulting data model is robust to i.i.d. gaussian and independent noise. Experiments are conducted on CIFAR-10 images with random backgrounds, where the authors compare the performance of the neural network to NTK on a variety of classification tasks. The results show that their neural network generalizes better than NTK when the noise variance is small."
2567,SP:d681e4e28c03f610acf6817a9e57db0c41c196b4,"neural networks COMPARE neural tangent kernel. neural tangent kernel COMPARE neural networks. neural networks USED-FOR problem setting. two layer neural network USED-FOR problem class. relu activations CONJUNCTION logistic loss. logistic loss CONJUNCTION relu activations. two layer neural network COMPARE neural tangent kernel counterpart. neural tangent kernel counterpart COMPARE two layer neural network. relu activations PART-OF two layer neural network. logistic loss PART-OF two layer neural network. sample and time complexity EVALUATE-FOR two layer neural network. two layer neural network USED-FOR problem. image classification settings EVALUATE-FOR problem. Task is binary classification problem. OtherScientificTerm are background of noise, and toy - like distribution. ","This paper studies a binary classification problem where the input is a sequence of images with a background of noise and the output is a toy-like distribution. In this problem setting, neural networks are used instead of the standard neural tangent kernel. The authors propose a two layer neural network for the problem class, which consists of relu activations and a logistic loss. The sample and time complexity of the proposed problem is compared to that of the original two-layer neural network as well as the standard, but not necessarily the standard (or even the standard two layer, but the standard) Neural Tangent Kernel. The problem is evaluated on several image classification settings."
2568,SP:c347796244fcf9b5de19c68bcc5c811b7448217d,convergence analysis USED-FOR algorithm. stochastic gradient tracking algorithms HYPONYM-OF algorithm. Task is decentralized nonconvex optimization problems. OtherScientificTerm is quadratic case. ,"This paper studies decentralized nonconvex optimization problems. The authors propose an algorithm called stochastic gradient tracking algorithms, which is based on convergence analysis. In particular, the authors prove convergence results for the quadratic case."
2569,SP:c347796244fcf9b5de19c68bcc5c811b7448217d,gradient tracking method USED-FOR decentralized optimization. it COMPARE methods. methods COMPARE it. convergence rate COMPARE methods. methods COMPARE convergence rate. convergence rate EVALUATE-FOR it. strongly convex problems CONJUNCTION nonconvex problems. nonconvex problems CONJUNCTION strongly convex problems. nonstrongly convex problems CONJUNCTION strongly convex problems. strongly convex problems CONJUNCTION nonstrongly convex problems. tighter analysis USED-FOR nonstrongly convex problems. tighter analysis USED-FOR strongly convex problems. tighter analysis USED-FOR nonconvex problems. Metric is Faster convergence rates. ,"This paper proposes a gradient tracking method for decentralized optimization. Compared to existing methods, it achieves a faster convergence rate than existing methods. Faster convergence rates are achieved by using a tighter analysis for both strongly convex problems and nonconvex problems."
2570,SP:c347796244fcf9b5de19c68bcc5c811b7448217d,"gradient tracking ( GT ) algorithm USED-FOR stochastic distributed optimization problems. convergence rate EVALUATE-FOR network parameters. Material is undirected, static graphs. ","This paper studies the gradient tracking (GT) algorithm for stochastic distributed optimization problems. The authors show that for undirected, static graphs, the convergence rate of the network parameters converges linearly with the number of iterations."
2571,SP:c347796244fcf9b5de19c68bcc5c811b7448217d,"Gradient Tracking HYPONYM-OF decentralized optimization algorithm. Gradient Tracking USED-FOR stochastic setting. leading order term COMPARE centralized mini - batch SGD. centralized mini - batch SGD COMPARE leading order term. GT variables FEATURE-OF consensus difference. consensus difference USED-FOR recursion. rates EVALUATE-FOR Gradient Tracking. graph - dependent constants PART-OF higher order terms. Method is gradient tracking algorithms. Generic are it, settings, methods, and framework. OtherScientificTerm is X_t. ","This paper proposes Gradient Tracking, a decentralized optimization algorithm, which is a generalization of gradient tracking algorithms. The main contribution of the paper is to extend Gradient tracking to the stochastic setting, where it is shown that it can achieve better rates than centralized mini-batch SGD. This is achieved by adding a leading order term that is independent of X_t, instead of the standard standard linear combination of graph-dependent constants in higher order terms. The authors also show that the recursion can be reduced to a consensus difference over GT variables. The paper also provides a theoretical analysis of the convergence of the proposed methods and provides some theoretical guarantees for the proposed framework."
2572,SP:24d637e8c3489bfe50b17bf684097776ad6ee485,"UCB CONJUNCTION Thompson sampling algorithms. Thompson sampling algorithms CONJUNCTION UCB. arm sampling behavior FEATURE-OF UCB. Thompson sampling algorithms USED-FOR arm sampling behavior. asymptotic behavior FEATURE-OF arm sampling. minimax regret EVALUATE-FOR UCB. incomplete learning phenomenon FEATURE-OF Thomson sampling. Material is two - arm case. OtherScientificTerm are suboptimality gap, time horizon, and sample - split. ","This paper studies the asymptotic behavior of UCB and Thompson sampling algorithms in the two-arm case. The authors show that UCB achieves a minimax regret of $O(1/\sqrt{T})$ with a suboptimality gap of $\Omega(T)$. The authors also show that Thompson sampling suffers from an incomplete learning phenomenon, where the time horizon of the sample-split can be arbitrarily long."
2573,SP:24d637e8c3489bfe50b17bf684097776ad6ee485,UCB CONJUNCTION Thompson Sampling. Thompson Sampling CONJUNCTION UCB. Thompson Sampling HYPONYM-OF bandit algorithms. UCB HYPONYM-OF bandit algorithms. UCB CONJUNCTION Thompson Sampling. Thompson Sampling CONJUNCTION UCB. UCB USED-FOR arm sampling distribution. Thompson Sampling USED-FOR arm sampling distribution. Generic is distributions. ,"This paper proposes two new bandit algorithms, UCB and Thompson Sampling. UCB aims to learn an arm sampling distribution that is similar to the one used in the original UCB. The authors show that these two distributions can be trained in parallel. "
2574,SP:24d637e8c3489bfe50b17bf684097776ad6ee485,UCB CONJUNCTION Thompson sampling. Thompson sampling CONJUNCTION UCB. asymptotic behavior FEATURE-OF arm - sampling distributions. UCB USED-FOR arm - sampling distributions. Thompson sampling USED-FOR arm - sampling distributions. algorithm - specific worst case bound CONJUNCTION diffusion - limit performance. diffusion - limit performance CONJUNCTION algorithm - specific worst case bound. characterization USED-FOR UCB algorithm. Method is asymptotic characterization of the distributions. Generic is distributions. OtherScientificTerm is arm sampling rates. ,This paper studies the asymptotic behavior of arm-sampling distributions learned by UCB and Thompson sampling. The authors provide an algorithm-specific worst case bound and a diffusion-limit performance for the two distributions. They also provide a new characterization of the UCB algorithm and provide a theoretical analysis of the arm sampling rates.
2575,SP:24d637e8c3489bfe50b17bf684097776ad6ee485,upper confidence bound ( UCB ) algorithm USED-FOR multi - armed bandits ( MAB ). asymptotic regret lower bound USED-FOR UCB. Brownian motion USED-FOR UCB. asymptotical empirical sum USED-FOR UCB. Brownian motion USED-FOR asymptotical empirical sum. two - armed bandits USED-FOR UCB. asymptotical arm - sampling rate USED-FOR Bernoulli Thompson sampling. two - armed * deterministic * bandits FEATURE-OF Bernoulli Thompson sampling. OtherScientificTerm is asymptotical behaviors. Material is MAB. ,"This paper studies the upper confidence bound (UCB) algorithm for multi-armed bandits (MAB) and provides an asymptotic regret lower bound for UCB. UCB uses Brownian motion to estimate the asymntotical empirical sum of the UCB with respect to a fixed set of arms, which is then used to compute the upper bound of UCB in two-armed bands. The paper also provides an upper bound on the variance of the upper and lower bound of the variance for MAB, which depends on the arm-sampling rate. The authors also show that the variance in the variance is proportional to the variance (i.e., the variance) of the number of arms used in the algorithm, as well as to the variability of the asmptotical behaviors of the arms. Finally, the authors provide an analysis of Bernoulli Thompson sampling with an appropriate (and possibly lower variance) asymmetric arm-samples rate for two-arm *deterministic* bandits, and show that MAB converges to a stationary point with high variance."
2576,SP:43c8bcc93aa034965fa6d959d44b529ffc110cc7,framework USED-FOR cross - domain item cold - start recommendation. Method is Stein Variational Gradient Descent. OtherScientificTerm is embedding distribution of warm items. Metric is computational time costs. ,"This paper proposes a framework for cross-domain item cold-start recommendation based on Stein Variational Gradient Descent. The key idea is to learn an embedding distribution of warm items, which can reduce computational time costs."
